Date,Time,SubjectCode,Group,Room,StudentIDRange
2025-10-26,09:00-11:00,02708102-67,700,LH 3-209,6821500371-6821500819
2025-10-26,09:00-11:00,02708102-67,701,LH 4-201,6821605769-6821606552
2025-10-26,09:00-11:00,02708102-67,701,LH 4-202,6821606561-6821608857
2025-10-26,09:00-11:00,02708102-67,701,LH 4-305,6821608865-6821809950
2025-10-26,09:00-11:00,02708102-67,701,LH 4-306,6821809968-6821810737
2025-10-26,09:00-11:00,02708102-67,702,LH 4-306,
2025-10-26,09:00-11:00,02708102-67,861,LH 3-210,
2025-10-26,09:00-11:00,02708102-67,866,LH 4-304,6821654972-6821655561
2025-10-26,09:00-11:00,02708102-67,866,LH 3-301,6821655570-6821656029
2025-10-26,09:00-11:00,02708102-67,825,LH 3-301,6821653941-6821654336
2025-10-26,09:00-11:00,02708102-67,825,LH 3-303,6821654344-6821654964
2025-10-26,09:00-11:00,02708102-67,878,LH 3-304,6821862354-6821863105
2025-10-26,09:00-11:00,02708102-67,878,LH 3-305,6821863113-6821863831
2025-10-26,09:00-11:00,01420115-66,711,LH 2-203,
2025-10-26,09:00-11:00,01420115-66,712,LH 2-203,
2025-10-26,09:00-11:00,01420115-66,713,LH 4-502,
2025-10-26,09:00-11:00,01420115-66,714,LH 4-502,
2025-10-26,09:00-11:00,01420115-66,715,LH 2-204,
2025-10-26,09:00-11:00,01420115-66,716,LH 2-204,
2025-10-26,09:00-11:00,01420115-66,717,LH 4-503,
2025-10-26,09:00-11:00,01420115-66,718,LH 4-503,
2025-10-26,13:00-16:00,01355209-67,700,LH 4-301,
2025-10-26,13:00-16:00,01355209-67,702,LH 4-302,
2025-10-26,13:00-16:00,01355209-67,856,LH 4-303,
2025-10-26,13:00-16:00,01355209-67,857,LH 4-304,
2025-10-26,13:00-16:00,01355209-67,859,LH 4-305,
2025-10-26,13:00-16:00,01355209-67,860,LH 4-306,
2025-10-26,13:00-16:00,01355209-67,872,LH 3-303,
2025-10-26,13:00-16:00,01355209-67,870,LH 3-304,
2025-10-26,13:00-16:00,01355209-67,701,LH 4-503,
2025-10-26,13:00-16:00,01355209-67,705,LH 3-301,
2025-10-26,13:00-16:00,01355209-67,858,LH 3-301,
2025-10-26,13:00-16:00,01355209-67,703,LH 3-209,
2025-10-26,13:00-16:00,01355209-64,700,LH 3-305,
2025-10-26,13:00-16:00,01355209-64,701,LH 3-305,
2025-10-26,13:00-16:00,01355209-64,855,LH 3-305,
2025-10-26,13:00-16:00,01355209-64,702,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,703,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,704,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,705,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,707,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,825,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,845,LH 3-302,
2025-10-26,13:00-16:00,01355209-64,706,LH 4-502,
2025-10-26,13:00-16:00,01355209-64,866,LH 4-502,
2025-10-27,09:00-11:00,01416312-65,711,LH 4-201,
2025-10-27,09:00-11:00,01416312-65,714,LH 4-201,
2025-10-27,09:00-11:00,01416312-65,715,LH 4-201,
2025-10-27,09:00-11:00,01416312-65,716,LH 4-201,
2025-10-27,09:00-11:00,01416312-65,721,LH 4-202,
2025-10-27,09:00-11:00,01416312-65,722,LH 4-202,
2025-10-27,09:00-11:00,01416312-65,725,LH 4-202,
2025-10-27,09:00-11:00,01416312-65,726,LH 4-202,
2025-10-27,09:00-11:00,01416312-65,727,LH 4-202,
2025-10-27,09:00-11:00,01416312-65,728,LH 4-202,
2025-10-27,09:00-11:00,01401351-66 (LECT),700,LH 4-304,6320101725-6621607563
2025-10-27,09:00-11:00,01401351-66 (LECT),700,LH 4-502,6621607571-6721609002
2025-10-27,09:00-11:00,01402311,700,LH 3-209,6420103436-6620103618
2025-10-27,09:00-11:00,01402311,700,LH 3-303,6621601875-6720102451
2025-10-27,09:00-11:00,01402311,701,LH 3-304,6520101401-6720103806
2025-10-27,09:00-11:00,01402311,701,LH 3-305,6720104080-6721608774
2025-10-27,09:00-12:00,01362201-67,701,LH 4-305,
2025-10-27,09:00-12:00,01362201-67,702,LH 4-305,
2025-10-27,09:00-12:00,01362201-67,809,LH 4-305,
2025-10-27,09:00-12:00,01362201-67,810,LH 4-305,
2025-10-27,09:00-12:00,01362201-67,700,LH 4-306,
2025-10-27,09:00-12:00,01362201-67,703,LH 4-306,
2025-10-27,13:00-15:00,02036211-61,701,LH 3-210,
2025-10-27,13:00-15:00,02036211-66,700,LH 3-301,6620101453-6720103091
2025-10-27,13:00-15:00,02036211-66,700,LH 3-302,6720103105-6720106198
2025-10-27,13:00-16:30,01424112-66,711,Dept,
2025-10-27,13:00-16:30,01424112-66,712,Dept,
2025-10-27,13:00-16:30,01424112-66,713,Dept,
2025-10-27,13:00-16:30,01424112-66,714,Dept,
2025-10-27,13:00-16:30,01424112-66,715,Dept,
2025-10-27,13:00-16:30,01424112-66,716,Dept,
2025-10-27,13:00-16:30,01424112-66,717,Dept,
2025-10-27,13:00-16:30,01424112-66,718,Dept,
2025-10-27,13:00-16:30,01424112-66,719,Dept,
2025-10-27,13:00-16:30,01424112-66,720,Dept,
2025-10-27,13:00-16:30,01424112-66,721,Dept,
2025-10-27,13:00-16:30,01424112-66,722,Dept,
2025-10-27,13:00-16:30,01424112-66,723,Dept,
2025-10-27,13:00-16:30,01424112-66,724,Dept,
2025-10-27,13:00-16:30,01424112-66,725,Dept,
2025-10-27,13:00-16:30,01424112-66,726,Dept,
2025-10-27,13:00-16:30,01424112-66,727,Dept,
2025-10-27,13:00-16:30,01424112-66,728,Dept,
2025-10-27,13:00-16:30,01424112-66,729,Dept,
2025-10-27,13:00-16:30,01424112-66,730,Dept,
2025-10-27,13:00-16:30,01424112-66,731,Dept,
2025-10-27,13:00-16:30,01424112-66,732,Dept,
2025-10-27,13:00-16:30,01424112-66,733,Dept,
2025-10-27,13:00-16:30,01424112-66,734,Dept,
2025-10-27,13:00-16:30,01424112-66,735,Dept,
2025-10-27,13:00-16:30,01424112-66,736,Dept,
2025-10-27,13:00-16:30,01424112-66,737,Dept,
2025-10-27,14:30-16:30,02036271-66,700,LH 4-304,6720100017-6820102666
2025-10-27,14:30-16:30,02036271-66,700,LH 4-305,6820102682-6820104731
2025-10-27,14:30-16:30,02036271-66,700,LH 4-306,6820104740-6820106084
2025-10-27,14:30-16:30,01401351-66 (LAB),711,LH 3-303,
2025-10-27,14:30-16:30,01401351-66 (LAB),713,LH 3-303,
2025-10-27,14:30-16:30,01401351-66 (LAB),712,LH 3-304,
2025-10-27,14:30-16:30,01401351-66 (LAB),714,LH 3-304,
2025-10-27,17:00-19:30,01999041-67,700,LH 4-305,
2025-10-27,17:00-19:30,01999041-67,701,LH 4-201,6121607874-6821802751
2025-10-27,17:00-19:30,01999041-67,701,LH 4-202,6821802769-6821803536
2025-10-27,17:00-19:30,01999041-67,701,LH 4-306,6821803544-6821804338
2025-10-27,17:00-19:30,01999041-67,702,LH 3-301,6120103686-6821600066
2025-10-27,17:00-19:30,01999041-67,702,LH 3-302,6821600074-6821600864
2025-10-27,17:00-19:30,01999041-67,702,LH 3-211,6821600872-6821605343
2025-10-27,17:00-19:30,01999041-67,702,LH 3-210,6821605351-6821609306
2025-10-28,09:00-11:00,01424111-66,700,LH 3-303,6620101216-6820100817
2025-10-28,09:00-11:00,01424111-66,700,LH 3-304,6820100825-6820101481
2025-10-28,09:00-11:00,01424111-66,700,LH 3-305,6820101490-6820603924
2025-10-28,09:00-11:00,01424111-66,701,LH 3-301,6720102737-6820600381
2025-10-28,09:00-11:00,01424111-66,701,LH 3-302,6820600399-6821602000
2025-10-28,09:00-11:00,01424111-66,701,LH 3-211,6821602018-6821607231
2025-10-28,09:00-11:00,01424111-66,702,LH 4-306,6620602665-6820102950
2025-10-28,09:00-11:00,01424111-66,702,LH 4-201,6820102968-6820104120
2025-10-28,09:00-11:00,01424111-66,702,LH 4-202,6820104138-6820105894
2025-10-28,09:00-12:00,01358101-67,700,LH 4-304,
2025-10-28,09:00-12:00,01358101-67,701,LH 4-304,
2025-10-28,09:00-12:00,01358101-67,702,LH 4-305,
2025-10-28,09:00-12:00,01358101-67,809,LH 4-305,
2025-10-28,13:00-15:00,01403114-65,711,LH 4-101,
2025-10-28,13:00-15:00,01403114-65,712,LH 4-101,
2025-10-28,13:00-15:00,01403114-65,713,LH 4-102,
2025-10-28,13:00-15:00,01403114-65,715,LH 4-102,
2025-10-28,13:00-15:00,01403114-65,714,LH 4-103,
2025-10-28,13:00-15:00,01403114-65,716,LH 4-103,
2025-10-28,13:00-15:00,01403114-65,718,LH 4-201,
2025-10-28,13:00-15:00,01403114-65,719,LH 4-201,
2025-10-28,13:00-15:00,01403114-65,717,LH 4-104,
2025-10-28,13:00-15:00,01403114-65,720,LH 4-104,
2025-10-28,13:00-15:00,01403114-65,723,LH 4-301,
2025-10-28,13:00-15:00,01403114-65,848,LH 4-301,
2025-10-28,13:00-15:00,01403114-65,722,LH 4-302,
2025-10-28,13:00-15:00,01403114-65,847,LH 4-302,
2025-10-28,13:00-15:00,01403114-65,721,LH 4-202,
2025-10-28,13:00-15:00,01403114-65,849,LH 4-202,
2025-10-28,13:00-15:00,02036311-66,700,LH 3-301,
2025-10-28,13:00-16:00,01419211-65,700,LH 2-301,6320100974-6720100815
2025-10-28,13:00-16:00,01419211-65,700,LH 2-302,6720100823-6720101641
2025-10-28,13:00-16:00,01419211-65,700,LH 2-201,6720101650-6720104829
2025-10-28,13:00-16:00,01419211-65,700,LH 2-203,6720104845-6720603795
2025-10-28,13:00-16:00,01419211-65,701,LH 2-303,6420101808-6720102249
2025-10-28,13:00-16:00,01419211-65,701,LH 2-304,6720102257-6721604850
2025-10-28,13:00-16:00,01419211-65,701,LH 2-202,6721604868-6721605538
2025-10-28,16:30-18:30,02036231-66,700,LH 3-303,6520102164-6820103042
2025-10-28,16:30-18:30,02036231-66,700,LH 3-304,6820103051-6820104171
2025-10-28,16:30-18:30,02036231-66,700,LH 3-305,6820104189-6820105894
2025-10-28,16:30-18:30,02714101-67,700,LH 2-301,6420100577-6620200745
2025-10-28,16:30-18:30,02714101-67,700,LH 2-302,6620200788-6620601553
2025-10-28,16:30-18:30,02714101-67,700,LH 2-303,6620601561-6720101676
2025-10-28,16:30-18:30,02714101-67,700,LH 2-304,6720101684-6820603924
2025-10-28,16:30-18:30,02714101-67,701,LH 3-301,6320501324-6720100246
2025-10-28,16:30-18:30,02714101-67,701,LH 3-302,6720100271-6721604523
2025-10-28,16:30-18:30,02714101-67,815,LH 3-211,6521651293-6721653770
2025-10-28,16:30-18:30,02714101-67,815,LH 3-209,6721653796-6721656434
2025-10-28,16:30-19:30,01134111-65,700,LH 4-201,
2025-10-28,16:30-19:30,01134111-65,825,LH 4-502,6821653941-6821654450
2025-10-28,16:30-19:30,01134111-65,825,LH 4-503,6821654468-6821654964
2025-10-28,16:30-19:30,01134111-65,826,LH 4-503,
2025-10-28,16:30-19:30,01420118-66,700,LH 3-210,
2025-10-29,10:00-12:00,01371111-67,700,LH 3-303,6420503558-6820101724
2025-10-29,10:00-12:00,01371111-67,700,LH 3-304,6820101732-6820106084
2025-10-29,10:00-12:00,01371111-67,701,LH 4-201,6520500925-6621604807
2025-10-29,10:00-12:00,01371111-67,701,LH 4-202,6621604815-6821500819
2025-10-29,10:00-12:00,01371111-67,702,LH 4-104,
2025-10-29,10:00-12:00,01371111-67,845,LH 4-104,
2025-10-29,10:00-12:00,01371111-67,703,LH 4-305,6420503264-6821600732
2025-10-29,10:00-12:00,01371111-67,703,LH 4-306,6821600741-6821803269
2025-10-29,10:00-12:00,01371111-67,703,LH 4-502,6821803277-6821804036
2025-10-29,10:00-12:00,01371111-67,704,LH 3-211,6520501042-6821603154
2025-10-29,10:00-12:00,01371111-67,704,LH 4-503,6821603162-6821609331
2025-10-29,10:00-12:00,01371111-67,705,LH 4-101,6621801858-6820200625
2025-10-29,10:00-12:00,01371111-67,705,LH 4-102,6820200633-6821601691
2025-10-29,10:00-12:00,01371111-67,705,LH 4-103,6821601704-6821602361
2025-10-29,10:00-12:00,01371111-67,706,LH 3-301,6721600951-6820500807
2025-10-29,10:00-12:00,01371111-67,706,LH 3-302,6820500815-6821804338
2025-10-29,10:00-12:00,01371111-67,707,LH 4-301,6321602990-6820103921
2025-10-29,10:00-12:00,01371111-67,707,LH 4-303,6820104081-6820106076
2025-10-29,10:00-12:00,01371111-67,800,LH 4-304,
2025-10-29,10:00-12:00,01371111-67,809,LH 2-301,6621653158-6821650861
2025-10-29,10:00-12:00,01371111-67,809,LH 2-302,6821650870-6821656240
2025-10-29,10:00-12:00,01371111-67,820,LH 2-302,
2025-10-29,10:00-12:00,01371111-67,855,LH 2-302,
2025-10-29,10:00-12:00,01371111-67,882,LH 2-201,6721850478-6821854483
2025-10-29,10:00-12:00,01371111-67,882,LH 2-202,6821854491-6821855170
2025-10-29,10:00-12:00,01371111-67,872,LH 2-202,
2025-10-29,13:00-14:30,02036111-66,700,LH 4-201,6820100493-6820101287
2025-10-29,13:00-14:30,02036111-66,700,LH 4-202,6820101295-6820102712
2025-10-29,13:00-14:30,02036111-66,700,LH 4-305,6820102721-6820104006
2025-10-29,13:00-14:30,02036111-66,700,LH 4-306,6820104014-6820105592
2025-10-29,13:00-15:00,02036411-66,700,LH 4-502,6420104629-6520102814
2025-10-29,13:00-15:00,02036411-66,700,LH 4-503,6520102881-6820105959
2025-10-29,13:00-15:30,01403221-60,701,LH 3-303,
2025-10-29,13:00-15:30,01403227-65,700,LH 3-303,
2025-10-29,13:00-16:00,01403221-65,700,LH 3-304,6720102451-6721602831
2025-10-29,13:00-16:00,01403221-65,700,LH 3-305,6721602849-6721608812
2025-10-29,14:00-16:00,03752111-67,700,LH 4-303,6520200018-6620200249
2025-10-29,14:00-16:00,03752111-67,700,LH 4-304,6620200257-6821609471
2025-10-29,14:00-16:00,01999012-67,700,LH 3-301,
2025-10-29,14:00-16:00,01999012-67,701,LH 4-101,6220502400-6721802104
2025-10-29,14:00-16:00,01999012-67,701,LH 4-102,6721802198-6820603061
2025-10-29,14:00-16:00,01999012-67,890,LH 3-302,6321652261-6621853157
2025-10-29,14:00-16:00,01999012-67,890,LH 3-211,6720550012-6721857456
2025-10-29,14:00-16:00,02036261-66,700,LH 4-103,6420102111-6720102168
2025-10-29,14:00-16:00,02036261-66,700,LH 4-104,6720102184-6720104136
2025-10-29,14:00-16:00,02036261-66,700,LH 4-301,6720104144-6820000120
2025-10-30,10:00-12:00,01420113-66,711,LH 2-301,
2025-10-30,10:00-12:00,01420113-66,712,LH 2-301,
2025-10-30,10:00-12:00,01420113-66,713,LH 2-301,
2025-10-30,10:00-12:00,01420113-66,714,LH 2-302,
2025-10-30,10:00-12:00,01420113-66,715,LH 2-302,
2025-10-30,10:00-12:00,01420113-66,716,LH 2-302,
2025-10-30,10:00-12:00,01420113-66,717,LH 2-303,
2025-10-30,10:00-12:00,01420113-66,718,LH 2-303,
2025-10-30,10:00-12:00,01420113-66,719,LH 2-303,
2025-10-30,10:00-12:00,01420113-66,720,LH 2-304,
2025-10-30,10:00-12:00,01420113-66,721,LH 2-304,
2025-10-30,10:00-12:00,01420113-66,722,LH 2-304,
2025-10-30,10:00-12:00,01420113-66,723,LH 3-301,
2025-10-30,10:00-12:00,01420113-66,724,LH 3-301,
2025-10-30,10:00-12:00,01420113-66,725,LH 3-301,
2025-10-30,10:00-12:00,01420113-66,726,LH 3-211,
2025-10-30,10:00-12:00,01420113-66,727,LH 3-211,
2025-10-30,10:00-12:00,01420113-66,728,LH 3-211,
2025-10-30,10:00-12:00,01420113-66,729,LH 3-302,
2025-10-30,10:00-12:00,01420113-66,730,LH 3-302,
2025-10-30,10:00-12:00,01420113-66,732,LH 3-302,
2025-10-30,10:00-12:00,01420113-66,731,LH 4-201,
2025-10-30,10:00-12:00,01420113-66,733,LH 4-201,
2025-10-30,10:00-12:00,01420113-66,734,LH 4-201,
2025-10-30,10:00-12:00,01420113-66,847,LH 4-202,
2025-10-30,10:00-12:00,01420113-66,848,LH 4-202,
2025-10-30,10:00-12:00,01420113-66,849,LH 4-202,
2025-10-30,13:00-15:00,02999042-67,700,LH 3-303,
2025-10-30,13:00-15:00,02701011-67,700,LH 3-304,6520100013-6720601199
2025-10-30,13:00-15:00,02701011-67,700,LH 3-209,6720601229-6720603868
2025-10-30,13:00-15:00,02701011-67,701,LH 3-301,6821700010-6821700834
2025-10-30,13:00-15:00,02701011-67,701,LH 3-210,6821700842-6821701288
2025-10-30,13:00-15:00,02701011-67,702,LH 3-302,6420100453-6821500185
2025-10-30,13:00-15:00,02701011-67,702,LH 3-211,6821500193-6821500819
2025-10-30,13:00-15:00,02701011-67,845,LH 3-305,
2025-10-30,13:00-15:00,02701011-67,861,LH 3-305,
2025-10-30,17:00-19:00,02721121-67,700,LH 2-301,6520100552-6720104446
2025-10-30,17:00-19:00,02721121-67,700,LH 2-201,6720104462-6721609002
2025-10-30,17:00-19:00,02721121-67,701,LH 2-202,6321602990-6720103539
2025-10-30,17:00-19:00,02721121-67,701,LH 2-302,6720104268-6721700336
2025-10-30,17:00-19:00,02721121-67,701,LH 2-303,6721700344-6721701286
2025-10-30,17:00-19:00,02721121-67,702,LH 3-304,6520100048-6821800812
2025-10-30,17:00-19:00,02721121-67,702,LH 3-301,6821800821-6821801762
2025-10-30,17:00-19:00,02721121-67,702,LH 3-302,6821801771-6821807787
2025-10-30,17:00-19:00,02721121-67,702,LH 3-211,6821807795-6821808767
2025-10-30,17:00-19:00,02721121-67,800,LH 4-305,
2025-10-30,17:00-19:00,02721121-67,820,LH 4-201,
2025-10-30,17:00-19:00,02721121-67,861,LH 3-210,
2025-10-30,17:00-19:00,02721121-67,870,LH 3-303,6821850020-6821850691
2025-10-30,17:00-19:00,02721121-67,870,LH 3-304,6821850704-6821851379
2025-10-30,17:00-19:00,02721121-67,870,LH 3-305,6821851387-6821852090
2025-10-30,17:00-19:00,02721121-67,872,LH 4-202,6821852103-6821852871
2025-10-30,17:00-19:00,02721121-67,872,LH 4-306,6821852880-6821853614
2025-10-31,09:00-11:30,01403221-60,701,LH 4-201,
2025-10-31,09:00-11:30,01403227-65,700,LH 4-201,
2025-10-31,13:00-16:00,02724011-67,700,LH 4-201,6721806843-6821806250
2025-10-31,13:00-16:00,02724011-67,700,LH 4-202,6821806268-6821806985
2025-10-31,13:00-16:00,02724011-67,700,LH 4-306,6821806993-6821807728
2025-10-31,13:00-16:00,02724011-67,855,LH 3-301,6721853248-6821857946
2025-10-31,13:00-16:00,02724011-67,855,LH 3-302,6821857962-6821859736
2025-10-31,13:00-16:00,02724011-67,855,LH 2-301,6821859761-6821861447
2025-10-31,13:00-16:00,02724011-67,856,LH 2-302,6721858550-6821858012
2025-10-31,13:00-16:00,02724011-67,856,LH 2-303,6821858039-6821859680
2025-10-31,13:00-16:00,02724011-67,856,LH 2-304,6821859701-6821861455
2025-10-31,13:00-16:00,02724011-67,857,LH 3-303,6721852942-6721856000
2025-10-31,13:00-16:00,02724011-67,857,LH 3-304,6721857057-6721857804
2025-10-31,13:00-16:00,02724011-67,857,LH 3-305,6721857839-6721858657
